dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Relative humidity for observation at 09 hours Local Time in percentage %,Quality of relative humidity for observation at 09 hours Local Time,Relative humidity for observation at 15 hours Local Time in percentage %,Quality of relative humidity for observation at 15 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-07-25,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-07-26,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-07-27,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-07-28,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-07-29,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-07-30,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-07-31,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-01,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-02,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-03,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-04,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-05,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-06,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-07,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-08,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-09,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-10,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-11,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-12,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-13,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-14,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-15,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-16,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-17,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-18,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-19,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-20,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-21,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-22,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-23,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-24,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-25,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-26,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-27,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-28,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-29,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-30,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-08-31,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-01,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-02,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-03,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-04,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-05,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-06,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-07,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-08,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-09,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-10,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-11,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-12,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-13,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-14,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-15,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-16,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-17,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-18,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-19,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-20,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-21,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-22,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-23,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-24,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-25,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-26,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-27,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-28,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-29,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-09-30,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-01,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-02,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-03,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-04,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-05,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-06,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-07,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-08,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-09,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-10,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-11,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-12,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-13,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-14,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-15,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-16,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-17,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-18,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-19,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-20,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-21,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-22,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-23,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-24,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-25,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-26,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-27,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-28,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-29,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-30,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-10-31,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-01,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-02,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-03,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-04,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-05,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-06,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-07,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-08,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-09,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-10,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-11,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-12,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-13,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-14,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-15,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-16,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-17,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-18,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-19,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-20,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-21,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-22,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2001-11-23,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
