dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-11,   0.0,N,  ,  , 30.0,Y,  , 22.0,Y,  ,     , , 13.0,Y,  9.4,Y, 16.6,Y, 18.4,Y, 16.6,Y, 16.6,Y, 11.2,Y, 13.0,Y,SE   ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-12,   0.0,N,  ,  , 32.0,Y,  , 21.0,Y,  ,     , ,  9.4,Y, 14.8,Y,  9.4,Y, 11.2,Y, 16.6,Y, 16.6,Y, 11.2,Y, 11.2,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,E    ,Y,E    ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-13,   0.0,N,  ,  , 31.0,Y,  , 20.0,Y,  ,     , ,  7.6,Y,  0.0,Y, 13.0,Y, 13.0,Y, 20.5,Y, 18.4,Y, 11.2,Y,  9.4,Y,SE   ,Y,CALM ,Y,SSE  ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-14,   0.0,N,  ,  , 32.0,Y,  , 20.0,Y,  ,     , ,  7.6,Y,  9.4,Y,  5.4,Y, 14.8,Y, 20.5,Y, 20.5,Y, 13.0,Y, 14.8,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-15,   0.0,N,  ,  , 30.0,Y,  , 17.0,Y,  ,     , ,  9.4,Y,  7.6,Y, 11.2,Y, 13.0,Y, 20.5,Y, 20.5,Y, 16.6,Y,  9.4,Y,SE   ,Y,S    ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-16,   0.0,N,  ,  , 30.0,Y,  , 19.0,Y,  ,     , ,  7.6,Y, 11.2,Y, 11.2,Y, 16.6,Y, 16.6,Y, 22.3,Y, 16.6,Y, 11.2,Y,S    ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,E    ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-17,   0.0,N,  ,  , 29.0,Y,  , 20.0,Y,  ,     , , 11.2,Y, 11.2,Y, 13.0,Y, 11.2,Y, 14.8,Y, 16.6,Y, 16.6,Y,  9.4,Y,SSE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-18,   3.0,N,  , 1, 31.0,Y,  , 17.0,Y,  ,     , ,  7.6,Y,  9.4,Y,  7.6,Y, 14.8,Y, 22.3,Y, 16.6,Y, 11.2,Y, 13.0,Y,S    ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-19,   0.0,N,  ,  , 30.0,Y,  , 19.0,Y,  ,     , , 13.0,Y, 13.0,Y,  9.4,Y,  9.4,Y, 18.4,Y, 18.4,Y, 13.0,Y, 14.8,Y,SE   ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,E    ,Y,E    ,Y,E    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-20,   0.0,N,  ,  , 31.0,Y,  , 19.0,Y,  ,     , , 14.8,Y, 13.0,Y, 11.2,Y, 20.5,Y, 20.5,Y, 16.6,Y, 14.8,Y, 20.5,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-21,   0.0,N,  ,  , 30.0,Y,  , 16.0,Y,  ,     , , 14.8,Y, 11.2,Y,  5.4,Y, 13.0,Y, 20.5,Y, 18.4,Y, 14.8,Y, 16.6,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-22,   0.0,N,  ,  , 29.0,Y,  , 13.0,Y,  ,     , ,  9.4,Y,  7.6,Y,  7.6,Y, 14.8,Y, 22.3,Y, 18.4,Y, 14.8,Y, 14.8,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-23,   0.0,N,  ,  , 30.0,Y,  , 13.0,Y,  ,     , ,  9.4,Y,     , ,     , , 16.6,Y, 22.3,Y, 16.6,Y, 11.2,Y, 13.0,Y,SE   ,Y,     , ,     , ,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-24,   0.0,N,  ,  , 31.0,Y,  , 19.0,Y,  ,     , ,  9.4,Y, 13.0,Y,     , , 13.0,Y, 11.2,Y, 11.2,Y, 11.2,Y, 11.2,Y,SE   ,Y,SE   ,Y,     , ,SE   ,Y,ESE  ,Y,NE   ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-25,   0.0,N,  ,  , 32.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,     , ,     , , 11.2,Y, 14.8,Y, 25.9,Y, 14.8,Y,  9.4,Y,E    ,Y,     , ,     , ,E    ,Y,NE   ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-26,   0.0,N,  ,  , 29.0,Y,  , 20.0,Y,  ,     , ,  7.6,Y,  7.6,Y,     , ,  7.6,Y, 18.4,Y, 22.3,Y, 18.4,Y,  7.6,Y,E    ,Y,SE   ,Y,     , ,NNE  ,Y,N    ,Y,N    ,Y,NNE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-27,   0.0,N,  ,  , 31.0,Y,  , 19.0,Y,  ,     , ,  1.8,Y,     , ,  5.4,Y, 18.4,Y, 18.4,Y, 18.4,Y, 16.6,Y, 18.4,Y,E    ,Y,     , ,SSE  ,Y,SE   ,Y,SSE  ,Y,E    ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-28,   0.0,N,  ,  , 31.0,Y,  , 20.0,Y,  ,     , , 16.6,Y,  7.6,Y, 16.6,Y, 27.7,Y, 22.3,Y, 14.8,Y, 16.6,Y, 20.5,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-29,   0.0,N,  ,  , 30.0,Y,  , 19.0,Y,  ,     , , 22.3,Y, 18.4,Y, 16.6,Y, 24.1,Y, 14.8,Y, 16.6,Y, 13.0,Y, 18.4,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,E    ,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-30,   0.0,N,  ,  , 31.0,Y,  , 17.0,Y,  ,     , , 18.4,Y, 13.0,Y, 11.2,Y, 14.8,Y, 18.4,Y, 13.0,Y, 14.8,Y,  9.4,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,E    ,Y,E    ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-08-31,   0.0,N,  ,  , 27.0,Y,  , 15.0,Y,  ,     , ,  7.6,Y,  3.6,Y,  5.4,Y,  9.4,Y, 13.0,Y, 16.6,Y, 18.4,Y, 16.6,Y,ESE  ,Y,SE   ,Y,E    ,Y,WSW  ,Y,NW   ,Y,NNW  ,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-01,   0.0,N,  ,  , 28.0,Y,  , 21.0,Y,  ,     , , 13.0,Y, 13.0,Y, 14.8,Y, 16.6,Y, 14.8,Y, 16.6,Y, 16.6,Y,  5.4,Y,NW   ,Y,NW   ,Y,W    ,Y,W    ,Y,W    ,Y,NNW  ,Y,N    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-02,   0.0,N,  ,  , 29.0,Y,  , 19.0,Y,  ,     , ,  7.6,Y,     , ,     , ,  0.0,Y, 14.8,Y, 18.4,Y, 13.0,Y,  9.4,Y,ENE  ,Y,     , ,     , ,CALM ,Y,N    ,Y,N    ,Y,NNE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-03,   0.0,N,  ,  , 31.0,Y,  , 19.0,Y,  ,     , ,  7.6,Y,  7.6,Y,  7.6,Y, 11.2,Y,  9.4,Y, 24.1,Y, 11.2,Y,  7.6,Y,E    ,Y,E    ,Y,SE   ,Y,E    ,Y,ESE  ,Y,N    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-04,   0.0,N,  ,  , 30.0,Y,  , 19.0,Y,  ,     , ,  7.6,Y,  7.6,Y,  7.6,Y,  9.4,Y, 16.6,Y, 22.3,Y, 13.0,Y,  7.6,Y,E    ,Y,ESE  ,Y,S    ,Y,SE   ,Y,ENE  ,Y,N    ,Y,NNE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-05,   0.0,N,  ,  , 33.0,Y,  , 19.0,Y,  ,     , ,  7.6,Y,     , ,  7.6,Y, 16.6,Y, 22.3,Y, 16.6,Y, 14.8,Y, 13.0,Y,SE   ,Y,     , ,SE   ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-06,   0.0,N,  ,  , 34.0,Y,  , 21.0,Y,  ,     , , 14.8,Y,  7.6,Y,     , , 11.2,Y, 16.6,Y, 13.0,Y, 13.0,Y,  9.4,Y,SE   ,Y,E    ,Y,     , ,ESE  ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-07,   0.0,N,  ,  , 31.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,     , ,  9.4,Y, 11.2,Y, 27.7,Y, 25.9,Y, 13.0,Y,  5.4,Y,E    ,Y,     , ,SE   ,Y,SE   ,Y,N    ,Y,N    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-08,   0.0,N,  ,  , 30.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,     , ,     , ,  9.4,Y, 20.5,Y, 24.1,Y, 14.8,Y,     , ,E    ,Y,     , ,     , ,E    ,Y,N    ,Y,N    ,Y,NE   ,Y,     , ,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-09,   0.2,N,  , 1, 32.0,Y,  , 20.0,Y,  ,     , ,  7.6,Y,  7.6,Y,  7.6,Y, 11.2,Y, 25.9,Y, 24.1,Y, 16.6,Y,  9.4,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,N    ,Y,N    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-10,   0.0,N,  ,  , 32.0,Y,  , 21.0,Y,  ,     , ,  9.4,Y,  5.4,Y,  0.0,Y, 13.0,Y, 13.0,Y, 22.3,Y, 14.8,Y,  7.6,Y,ESE  ,Y,SE   ,Y,CALM ,Y,ESE  ,Y,ESE  ,Y,N    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-11,   0.0,N,  ,  , 33.0,Y,  , 20.0,Y,  ,     , ,  9.4,Y,  7.6,Y, 11.2,Y, 11.2,Y, 18.4,Y, 22.3,Y, 14.8,Y,  9.4,Y,E    ,Y,ESE  ,Y,SE   ,Y,ENE  ,Y,ENE  ,Y,NE   ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-12,   0.0,N,  ,  , 33.0,Y,  , 22.0,Y,  ,     , ,  9.4,Y,  7.6,Y, 11.2,Y, 13.0,Y, 18.4,Y, 14.8,Y, 11.2,Y,  9.4,Y,E    ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-13,   0.0,N,  ,  , 34.0,Y,  , 21.0,Y,  ,     , ,  9.4,Y,  7.6,Y,  7.6,Y,  7.6,Y,  9.4,Y, 16.6,Y, 11.2,Y,  7.6,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,ENE  ,Y,NNE  ,Y,E    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-14,   0.0,N,  ,  , 31.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,  3.6,Y,  5.4,Y,  9.4,Y, 22.3,Y, 24.1,Y,  9.4,Y,  5.4,Y,SE   ,Y,SSE  ,Y,SE   ,Y,NE   ,Y,N    ,Y,N    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-15,   0.0,N,  ,  , 35.0,Y,  , 20.0,Y,  ,     , ,  7.6,Y,  3.6,Y,  7.6,Y, 11.2,Y, 20.5,Y, 14.8,Y,  7.6,Y, 13.0,Y,E    ,Y,SE   ,Y,S    ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-16,   0.0,N,  ,  , 34.0,Y,  , 18.0,Y,  ,     , ,  9.4,Y,  9.4,Y,  7.6,Y,  9.4,Y, 18.4,Y, 25.9,Y, 11.2,Y,  7.6,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,NNE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-17,   0.0,N,  ,  , 33.0,Y,  , 19.0,Y,  ,     , , 13.0,Y, 11.2,Y,  9.4,Y, 13.0,Y, 13.0,Y, 22.3,Y, 14.8,Y, 13.0,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,E    ,Y,ENE  ,Y,NNE  ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-18,   0.0,N,  ,  , 32.0,Y,  , 22.0,Y,  ,     , ,  7.6,Y,  9.4,Y,  9.4,Y, 14.8,Y, 16.6,Y, 16.6,Y, 13.0,Y,  7.6,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-19,   0.0,N,  ,  , 33.0,Y,  , 21.0,Y,  ,     , ,  9.4,Y,  7.6,Y,  7.6,Y,  9.4,Y, 16.6,Y, 14.8,Y, 14.8,Y, 11.2,Y,E    ,Y,E    ,Y,SE   ,Y,E    ,Y,ENE  ,Y,E    ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-20,   0.0,N,  ,  , 33.0,Y,  , 20.0,Y,  ,     , , 13.0,Y,  9.4,Y,  5.4,Y, 14.8,Y, 14.8,Y, 14.8,Y, 13.0,Y,  9.4,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,NE   ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-21,   0.0,N,  ,  , 33.0,Y,  , 22.0,Y,  ,     , ,  9.4,Y,  9.4,Y,  7.6,Y, 11.2,Y, 16.6,Y, 25.9,Y, 16.6,Y,  9.4,Y,ESE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,N    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-22,   0.0,N,  ,  , 33.0,Y,  , 23.0,Y,  ,     , ,  9.4,Y,  9.4,Y,     , , 13.0,Y, 13.0,Y, 14.8,Y, 13.0,Y, 11.2,Y,E    ,Y,E    ,Y,     , ,ENE  ,Y,E    ,Y,NE   ,Y,E    ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-23,   0.0,N,  ,  , 34.0,Y,  , 21.0,Y,  ,     , ,  9.4,Y,  7.6,Y,  7.6,Y, 14.8,Y, 13.0,Y, 14.8,Y, 16.6,Y,  9.4,Y,E    ,Y,NE   ,Y,SE   ,Y,E    ,Y,E    ,Y,E    ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-24,   0.0,N,  ,  , 33.0,Y,  , 21.0,Y,  ,     , ,  5.4,Y,  5.4,Y,  7.6,Y, 13.0,Y, 16.6,Y, 22.3,Y, 14.8,Y,  9.4,Y,ESE  ,Y,ESE  ,Y,E    ,Y,E    ,Y,SE   ,Y,NE   ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-25,   0.0,N,  ,  , 33.0,Y,  , 21.0,Y,  ,     , ,  9.4,Y,  7.6,Y,  7.6,Y, 13.0,Y, 14.8,Y, 14.8,Y,  9.4,Y,  7.6,Y,ESE  ,Y,SSE  ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-26,   0.0,N,  ,  , 35.0,Y,  , 21.0,Y,  ,     , ,  9.4,Y,  7.6,Y,  7.6,Y, 14.8,Y, 14.8,Y, 16.6,Y, 11.2,Y,  9.4,Y,SE   ,Y,SSE  ,Y,E    ,Y,E    ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-27,   0.0,N,  ,  , 34.0,Y,  , 21.0,Y,  ,     , , 13.0,Y,  5.4,Y,  5.4,Y, 11.2,Y, 14.8,Y, 14.8,Y, 13.0,Y,  9.4,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,E    ,Y,E    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-28,   0.0,N,  ,  , 33.0,Y,  , 23.0,Y,  ,     , , 11.2,Y,  7.6,Y,  9.4,Y, 18.4,Y, 14.8,Y, 14.8,Y, 14.8,Y, 11.2,Y,ESE  ,Y,ESE  ,Y,E    ,Y,E    ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-29,   0.0,N,  ,  , 33.0,Y,  , 22.0,Y,  ,     , , 11.2,Y,  7.6,Y,  3.6,Y, 13.0,Y, 14.8,Y, 24.1,Y, 14.8,Y, 13.0,Y,ESE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,E    ,Y,NE   ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-09-30,   0.0,N,  ,  , 34.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,  7.6,Y, 11.2,Y, 14.8,Y, 14.8,Y, 27.7,Y, 18.4,Y,  9.4,Y,E    ,Y,E    ,Y,SE   ,Y,ESE  ,Y,E    ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-01,   0.0,N,  ,  , 33.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,  9.4,Y,  5.4,Y, 11.2,Y, 25.9,Y, 25.9,Y, 13.0,Y,  7.6,Y,E    ,Y,E    ,Y,ESE  ,Y,ENE  ,Y,N    ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-02,   0.0,N,  ,  , 32.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,  9.4,Y,  7.6,Y,  7.6,Y, 25.9,Y, 24.1,Y, 20.5,Y,  9.4,Y,ESE  ,Y,E    ,Y,SSE  ,Y,WNW  ,Y,NNE  ,Y,N    ,Y,N    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-03,   0.0,N,  ,  , 31.0,Y,  , 20.0,Y,  ,     , ,  9.4,Y,  9.4,Y,  9.4,Y,  7.6,Y, 20.5,Y, 22.3,Y, 20.5,Y,     , ,E    ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,N    ,Y,N    ,Y,N    ,Y,     , ,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-04,   0.0,N,  ,  , 31.0,Y,  , 20.0,Y,  ,     , ,  7.6,Y,  9.4,Y,  7.6,Y, 13.0,Y, 20.5,Y, 18.4,Y, 20.5,Y,  7.6,Y,E    ,Y,E    ,Y,ESE  ,Y,NE   ,Y,N    ,Y,N    ,Y,N    ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-05,   0.0,N,  ,  , 35.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,  5.4,Y,  7.6,Y,  9.4,Y, 16.6,Y, 27.7,Y, 11.2,Y, 11.2,Y,ENE  ,Y,SE   ,Y,SE   ,Y,S    ,Y,E    ,Y,NNE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-06,   0.0,N,  ,  , 34.0,Y,  , 23.0,Y,  ,     , ,  7.6,Y,  7.6,Y,  7.6,Y, 11.2,Y, 14.8,Y, 25.9,Y, 13.0,Y,  7.6,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,W    ,Y,NE   ,Y,NNE  ,Y,ENE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-07,   0.0,N,  ,  , 32.0,Y,  , 20.0,Y,  ,     , ,  5.4,Y,  7.6,Y,  7.6,Y, 11.2,Y, 25.9,Y, 31.3,Y, 14.8,Y,  7.6,Y,SE   ,Y,SSE  ,Y,E    ,Y,NE   ,Y,N    ,Y,N    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-08,   0.0,N,  ,  , 31.0,Y,  , 21.0,Y,  ,     , ,  7.6,Y,  5.4,Y,  7.6,Y, 16.6,Y, 20.5,Y, 22.3,Y, 14.8,Y,  5.4,Y,E    ,Y,ESE  ,Y,E    ,Y,N    ,Y,N    ,Y,N    ,Y,N    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-09,   0.0,N,  ,  , 32.0,Y,  , 23.0,Y,  ,     , ,  5.4,Y,  5.4,Y,  9.4,Y,  7.6,Y, 14.8,Y, 24.1,Y, 16.6,Y,  7.6,Y,E    ,Y,E    ,Y,SE   ,Y,SSE  ,Y,NW   ,Y,N    ,Y,NNE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-10,   0.0,N,  ,  , 32.0,Y,  , 22.0,Y,  ,     , ,  5.4,Y,  5.4,Y,  9.4,Y,  9.4,Y, 22.3,Y, 20.5,Y, 13.0,Y,  7.6,Y,E    ,Y,E    ,Y,ESE  ,Y,WNW  ,Y,N    ,Y,N    ,Y,N    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-10-11,   0.0,N,  ,  , 32.0,Y,  , 23.0,Y,  ,     , ,  7.6,Y,  7.6,Y,  9.4,Y, 13.0,Y, 24.1,Y, 25.9,Y, 18.4,Y,  7.6,Y,E    ,Y,ESE  ,Y,ENE  ,Y,NNE  ,Y,N    ,Y,N    ,Y,NNE  ,Y,E    ,Y,#
