dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Relative humidity for observation at 09 hours Local Time in percentage %,Quality of relative humidity for observation at 09 hours Local Time,Relative humidity for observation at 15 hours Local Time in percentage %,Quality of relative humidity for observation at 15 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-11-27,   0.0,N,  ,  , 33.0,Y,  , 29.0,Y,  , 22.5,Y, 50,Y, 52,Y, 13.0,Y, 18.4,Y,WNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-11-28,   0.0,N,  ,  , 33.0,Y,  , 26.0,Y,  , 23.0,Y, 63,Y, 60,Y,  7.6,Y, 18.4,Y,NNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-11-29,   8.0,N,  , 1, 33.0,Y,  , 26.0,Y,  , 25.2,Y, 81,Y, 86,Y, 11.2,Y,  7.6,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-11-30,  23.0,N,  , 1,     , ,  , 26.0,Y,  , 25.6,Y,   , , 83,Y,  7.6,Y, 14.8,Y,ESE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-01,  55.0,N,  , 1,     , ,  ,     , ,  ,     , ,   , ,   , ,     , , 11.2,Y,     , ,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-02,  22.0,N,  , 1, 31.0,Y,  ,     , ,  ,     , ,   , ,   , ,     , , 18.4,Y,     , ,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-03,  89.0,N,  , 1, 29.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 13.0,Y, 25.9,Y,W    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-04,  25.0,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 25.9,Y,E    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-05,   5.0,N,  , 1, 30.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 13.0,Y,  7.6,Y,SE   ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-06,   0.0,N,  ,  , 29.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 16.6,Y, 31.3,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-07,  29.0,N,  , 1, 29.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 20.5,Y, 11.2,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-08,  17.0,N,  , 1, 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 29.5,Y, 33.5,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-09,  10.0,N,  , 1, 30.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 16.6,Y, 29.5,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-10,   0.4,N,  , 1, 31.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 33.5,Y, 35.3,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-11,   6.0,N,  , 1, 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 24.1,Y, 27.7,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-12,   1.0,N,  , 1, 32.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 31.3,Y, 37.1,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-13,   0.0,N,  ,  , 32.0,Y,  , 29.0,Y,  ,     , ,   , ,   , , 35.3,Y, 37.1,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-14,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 27.7,Y, 35.3,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-15,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 29.5,Y, 25.9,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-16,   0.0,N,  ,  , 31.0,Y,  , 29.0,Y,  ,     , ,   , ,   , , 22.3,Y, 25.9,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-17,  14.0,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 20.5,Y, 25.9,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-18,   2.0,N,  , 1, 31.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 24.1,Y, 35.3,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-19,   0.6,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 22.3,Y, 35.3,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-20,  64.0,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 18.4,Y, 33.5,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-21,   6.0,N,  , 1, 31.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 22.3,Y, 29.5,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-22,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 22.3,Y, 20.5,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-23,   0.0,N,  ,  , 32.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 14.8,Y, 20.5,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-24,   0.0,N,  ,  , 31.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 18.4,Y, 24.1,Y,NNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-25,   2.0,N,  , 1, 31.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 24.1,Y, 27.7,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-26,   5.0,N,  , 1, 30.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 33.5,Y, 33.5,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-27,  28.0,N,  , 1, 32.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 33.5,Y, 27.7,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-28,  49.0,N,  , 1, 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 24.1,Y, 13.0,Y,SW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-29,   0.0,N,  ,  , 32.0,Y,  , 23.0,Y,  ,     , ,   , ,   , , 11.2,Y, 16.6,Y,WSW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-30,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  5.4,Y, 22.3,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-12-31,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 14.8,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-01,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 18.4,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-02,   0.0,N,  ,  ,     , ,  , 25.0,Y,  ,     , ,   , ,   , , 13.0,Y, 25.9,Y,ESE  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-03,      , ,  ,  , 32.0,Y,  ,     , ,  ,     , ,   , ,   , ,     , , 16.6,Y,     , ,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-04,   0.4,N,  , 1, 31.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 14.8,Y,  9.4,Y,SW   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-05,  21.0,N,  , 1, 30.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 13.0,Y,  5.4,Y,SE   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-06,  68.0,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 24.1,Y,E    ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-07,  51.0,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 13.0,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-08,  17.0,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 14.8,Y, 27.7,Y,ENE  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-09,  82.0,N,  , 1, 29.0,Y,  , 23.0,Y,  ,     , ,   , ,   , , 13.0,Y,  9.4,Y,E    ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-10,  30.0,N,  , 1, 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 11.2,Y, 14.8,Y,NE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-11,   0.8,N,  , 1, 30.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  7.6,Y,SE   ,Y,SW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-12,  14.0,N,  , 1, 29.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  7.6,Y, 11.2,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-13,   8.0,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 14.8,Y, 20.5,Y,S    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-14,   0.0,N,  ,  , 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 11.2,Y, 18.4,Y,SE   ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-15,   1.0,N,  , 1, 32.0,Y,  , 26.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  5.4,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-16,  26.0,N,  , 1, 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  9.4,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-17,  10.0,N,  , 1, 33.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 11.2,Y, 22.3,Y,SSE  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-18,  23.0,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 11.2,Y,SE   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-19,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 14.8,Y, 14.8,Y,NNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-20,   0.0,N,  ,  , 33.0,Y,  , 29.0,Y,  ,     , ,   , ,   , , 25.9,Y, 22.3,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-21,   0.0,N,  ,  , 31.0,Y,  , 29.0,Y,  ,     , ,   , ,   , , 25.9,Y, 25.9,Y,NW   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-22,   7.0,N,  , 1, 32.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 13.0,Y, 24.1,Y,NW   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-23,   0.8,N,  , 1, 33.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 24.1,Y, 18.4,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-24,   0.0,N,  ,  , 33.0,Y,  , 26.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 20.5,Y,NW   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-25,   0.0,N,  ,  , 33.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 13.0,Y, 18.4,Y,SW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-26,  19.0,N,  , 1, 33.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 20.5,Y, 22.3,Y,W    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-27,  26.0,N,  , 1, 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 11.2,Y, 20.5,Y,ENE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-28,  17.0,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 11.2,Y,  9.4,Y,NNW  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-29,   0.0,N,  ,  , 32.0,Y,  , 26.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 16.6,Y,WSW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-30,   0.0,N,  ,  , 33.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 11.2,Y, 13.0,Y,WSW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-01-31,   7.0,N,  , 1, 33.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 11.2,Y, 18.4,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-01,  23.0,N,  , 1, 33.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 11.2,Y, 16.6,Y,SSW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-02,   0.0,N,  ,  , 33.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 14.8,Y, 20.5,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-03,   0.0,N,  ,  , 33.0,Y,  , 29.0,Y,  ,     , ,   , ,   , , 22.3,Y, 20.5,Y,NW   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-04,   0.0,N,  ,  , 31.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 16.6,Y,  9.4,Y,NNW  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-05,  35.0,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  5.4,Y,     , ,E    ,Y,     , ,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-06,  24.0,N,  , 1, 29.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  7.6,Y,ESE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-07, 144.0,N,  , 1, 28.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 11.2,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-08,   4.0,N,  , 1, 29.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 11.2,Y, 11.2,Y,SSE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-09,  44.0,N,  , 1, 30.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 22.3,Y, 18.4,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-10,  21.0,N,  , 1, 29.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 20.5,Y, 29.5,Y,SSW  ,Y,SW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-11,  16.0,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 44.3,Y, 50.0,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-12,   5.0,N,  , 1, 30.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 33.5,Y, 25.9,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-13,  38.0,N,  , 1, 29.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 35.3,Y, 42.5,Y,WNW  ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-14,  11.0,N,  , 1, 30.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 33.5,Y, 27.7,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-15,  37.0,N,  , 1, 30.0,Y,  , 23.0,Y,  ,     , ,   , ,   , , 24.1,Y, 27.7,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-16,   2.0,N,  , 1, 30.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 35.3,Y, 35.3,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-17,   2.0,N,  , 1, 30.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 24.1,Y, 35.3,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-18,   0.8,N,  , 1, 31.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 35.3,Y, 22.3,Y,NW   ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-19,   2.0,N,  , 1, 31.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 22.3,Y, 11.2,Y,W    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-20,   5.0,N,  , 1, 32.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 22.3,Y, 27.7,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-21,   0.0,N,  ,  , 32.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 25.9,Y, 20.5,Y,WSW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-22,   0.0,N,  ,  , 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 11.2,Y, 16.6,Y,SW   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-23,   6.0,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 11.2,Y, 20.5,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-24,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 13.0,Y, 16.6,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-25,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 37.1,Y, 38.9,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-26,   0.0,N,  ,  , 30.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 42.5,Y, 40.7,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-27,   1.0,N,  , 1, 30.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 42.5,Y, 37.1,Y,WNW  ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-02-28,   9.0,N,  , 1, 30.0,Y,  , 27.0,Y,  ,     , ,   , ,   , , 44.3,Y, 46.4,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-01,   9.0,N,  , 1, 30.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 46.4,Y, 29.5,Y,NW   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-02,  15.0,N,  , 1, 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 20.5,Y, 25.9,Y,NNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-03,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 25.9,Y, 20.5,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-04,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 20.5,Y, 22.3,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-05,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 16.6,Y, 20.5,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-06,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  ,     , ,   , ,   , , 24.1,Y, 25.9,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-07,   8.0,N,  , 1, 32.0,Y,  , 26.0,Y,  ,     , ,   , ,   , , 14.8,Y, 25.9,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-08,  10.0,N,  , 1, 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 11.2,Y,SW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-09,   8.0,N,  , 1, 30.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  7.6,Y,  7.6,Y,WSW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-10,  10.0,N,  , 1, 32.0,Y,  , 23.0,Y,  ,     , ,   , ,   , ,  5.4,Y, 13.0,Y,S    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-11,   0.0,N,  ,  , 33.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  7.6,Y, 22.3,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-12,   0.0,N,  ,  , 32.0,Y,  , 26.0,Y,  ,     , ,   , ,   , ,  7.6,Y, 13.0,Y,E    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-13,   0.0,N,  ,  , 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  7.6,Y, 18.4,Y,SE   ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-14,  13.0,N,  , 1, 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 20.5,Y,E    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-15,   0.0,N,  ,  , 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 13.0,Y, 13.0,Y,NE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2001-03-16,  75.0,N,  , 1, 28.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  7.6,Y, 11.2,Y,S    ,Y,SSE  ,Y,#
